SMILES,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,logS
CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C,482.79,9.1868,143.934,34,4,0,4,25,202,0,0,0,0,52.6,211.872707004433,3.2806593148447,416.721682247672,-7.2523945018
CCCCN(CCCC)c1ccc2c(Oc3cc(C)c(Nc4ccccc4)cc3C25OC(=O)c6ccccc56)c1,532.684,8.71322,161.1882,40,5,1,5,9,204,4,0,2,6,50.8,236.303695101862,1.51269215499592,1540.02318747676,-7.4042503575
FC1(F)Oc2cccc(C=O)c2O1,186.113,1.8206,38.0325,13,3,0,5,1,68,1,0,1,2,35.53,71.8751395596709,2.50653091496929,362.406813760741,-2.1558333574
CCNc1cc(C#N)c(N)c2C(=O)c3ccccc3C(=O)c12,291.31,2.34768,83.0401,22,5,2,5,2,108,2,0,1,3,95.98,126.912753506192,2.38680995421336,862.938264047108,-7.6382805905
CCCCCCCC\C=C/CCCCCCCCNCCCN.CCCCCCCC\C=C/CCCCCCCC(O)=O.CCCCCCCC\C=C/CCCCCCCC(O)=O,889.532999999999,18.1793,280.168699999999,63,4,4,6,49,374,0,0,0,0,112.65,393.920127229645,-8.60232529250516e-07,883.093002486189,-8.2501920599
CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)NC(C)(C)C)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1,766,10.3771,223.397299999999,56,11,4,12,21,300,4,0,0,4,156.46,331.566403805228,1.50095206613959,1746.28127719826,-8.1852587653
O=[V]=O,82.94,-0.2401,1.373,3,2,0,3,0,17,0,0,0,0,34.14,24.3603962331969,3.2659863237109,23.7744375108173,-4.4002500912
[Cl-].CCCCCCCCCCCC[n+]1ccccc1,283.887,1.899,78.4810000000001,19,0,0,2,11,110,1,0,0,1,3.88,125.393421212348,3.23999701560285e-06,273.850370722738,-0.4539105371
Cc1cccc(C)c1OCC(O)=O,180.203,1.76684,49.0468,13,2,1,3,3,70,1,0,0,1,46.53,76.9604726588301,2.80692056174286,297.695938832916,-2.2566445306
CCCCC(CC)C(=O)O[Co]OB(O[Co])O[Co](OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,665.226,6.03740000000001,127.203,37,9,0,13,23,225,0,0,0,0,106.59,243.454389077015,5.26800535802613,600.272192682493,-1.8254561435
[Na+].[Na+].OCC1=CC(=N/Nc2ccc(c3ccccc23)[S]([O-])(=O)=O)\C(=O)/C(=N/Nc4ccc(c5ccccc45)[S]([O-])(=O)=O)C1=O,652.574,-5.24689999999999,149.4706,44,13,3,17,7,214,5,0,0,5,217.55,293.305853306687,2.64499702495345e-06,2360.00603093895,-0.8171647444
CC(=O)c1ccc(O)cc1,136.15,1.5948,38.1113,10,2,1,2,1,52,1,0,0,1,37.3,59.1170432005299,3.00340068457982,235.939433380884,-1.1383824511
[O--].[O--].[Mg++].[Ca++],96.381,-0.9992,12.881,4,0,0,4,0,16,0,0,0,0,57,70.7156484200529,0,6,-1.9883562334
[Na+].[Na+].Nc1ccc2cc(c(N=Nc3ccc(N=Nc4cccc(C([O-])=O)c4O)c5ccccc35)c(O)c2c1)[S]([O-])(=O)=O,601.508,-0.907199999999997,142.7257,42,12,3,15,6,200,5,0,0,5,213.25,282.506967707579,2.41999747912355e-06,2018.5725239864,-2.7868204517
CC(C)=CCC\C(C)=C\C=C\C(C)=O,192.302,3.8243,62.243,14,1,0,1,5,78,0,0,0,0,17.07,87.2112694040798,3.89675810627396,262.960150290371,-3.2972120668
C=CN1CCN(C=C)C1=O,138.17,1.011,39.202,10,1,0,3,2,54,0,1,1,1,23.55,60.225055936762,2.65533835749755,158.444920289965,-1.1558864442
Nc1cc(ccc1O)[N+]([O-])=O,154.125,0.8826,39.1736,11,4,2,5,1,58,1,0,0,1,89.39,62.2185032912055,3.15154966830605,297.878911724299,-2.2056018566
[Mg++],24.305,-0.3808,5.754,1,0,0,1,0,0,0,0,0,0,0,23.638373568,0,0,-2.4020693383
O=[Ca],56.077,-0.4996,6.4405,2,1,0,2,0,8,0,0,0,0,17.07,37.0672130391318,2,2,-1.7683268795
[O-][N+](=O)c1ccc2NC(=O)Nc2c1,179.135,0.7644,45.5738,13,3,2,6,1,66,2,0,0,2,91.79,71.3563738757366,2.74351999448531,525.007443424012,-3.2740875474
Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N,321.383,0.8504,79.5075,21,5,1,8,3,108,1,1,1,2,90.27,127.138539998875,2.41077171913929,773.874666486895,-3.5292992951
CCC1=C(O)C(=O)C=CO1,140.138,0.9078,36.0208,10,3,1,3,1,54,1,0,0,1,50.44,57.921860024539,3.27872706017941,274.424862754382,-1.1759580204
COC(=O)Cc1ccccc1,150.177,1.4021,42.162,11,2,0,2,2,58,1,0,0,1,26.3,65.8012967922374,2.57930229200732,228.577865916234,-2.2114017234
O.[Pb].O[S](O)(=O)=O,323.294,-1.8583,23.5452,7,2,2,7,0,44,0,0,0,0,106.1,60.7694875537036,-7.999999835e-08,91.248561848222,-4.2262964159
Cc1c(Cl)cccc1[N+]([O-])=O,171.583,2.55662,42.8434,11,2,0,4,1,58,1,0,0,1,43.14,68.752587183275,3.27358082153754,298.492089776386,-3.2706864295
[OH-].[OH-].[Ca++],74.092,-0.7344,9.6256,3,2,0,3,0,16,0,0,0,0,60,48.4457526119566,0,2.75488750216347,-1.9107299257
[Si+4].[Si+4].[Si+4].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,464.138,-12.4408,47.688,23,16,0,23,0,128,0,0,0,0,345,141.44160072063,-2.84444443683951e-08,291.982635052175,-3.0559869634
CCCCCCCl,120.623,2.8055,34.862,7,0,0,1,4,44,0,0,0,0,0,50.8672278266943,2.44747288787634,23.3609903989499,-3.1223887332
CC(=C)C(=O)OCC(F)(F)F,168.114,1.668,31.828,11,2,0,5,2,64,0,0,0,0,26.3,61.6460321059577,3.72638741963105,171.156434089687,-2.2684756839
[O-][N+](=O)O[Bi](O[N+]([O-])=O)O[N+]([O-])=O,394.992,-1.4038,29.9922,13,9,0,13,6,74,0,0,0,0,157.11,77.8263138492171,4.09599637061099,184.860603837998,-2.642008137
CCCCCCC(C)=O,128.215,2.5458,39.44,9,1,0,1,5,54,0,0,0,0,17.07,57.4553679286496,2.82886813490969,76.6368206230014,-2.1536963273
CCCCC/C=C/CC(CC(O)=O)C(O)=O,228.288,2.6885,61.2776,16,2,2,4,9,92,0,0,0,0,74.6,95.9755229584876,3.83186977328576,245.403315334683,-2.4042405739
CCCC(CCC)(C(O)=O)C(CCC)(\C=C\C)C(O)=O,284.396,4.1048,79.6756000000001,20,2,2,4,10,116,0,0,0,0,74.6,121.435291416074,6.20856789417853,353.488373083895,-3.4953596006
[Na+].CC\1=Nc2ccccc2C1=N/Nc3cc(Cl)c(cc3Cl)[S](=O)(=O)NCC[S]([O-])(=O)=O,513.36,-0.2569,115.5854,31,8,2,14,7,160,2,0,1,3,140.12,211.577226082117,3.41332834471873e-06,1281.42224502932,-3.7561795168
CC(C)(O)C(=O)c1ccc(Cc2ccc(cc2)C(=O)C(C)(C)O)cc1,340.419,3.1846,96.9466,25,4,2,4,6,132,2,0,0,2,74.6,147.68448805961,2.10290930373854,690.028727922111,-4.536378597
[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Ba++],1111.449,-2.668,18.7975,32,0,0,32,0,212,0,0,0,0,541.5,351.226376724749,0,36.269827235918,-8.7448595438
C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12,304.386,2.7432,81.72,22,4,0,4,6,120,0,3,3,3,52.6,131.096702106717,1.54551395846242,483.478828024141,-4.4930858187
O=C(Nc1ccccc1)Nc2ccccc2N[S](=O)(=O)c3ccccc3,367.43,4.1314,102.7759,26,3,3,7,5,132,3,0,0,3,87.3,151.482418189305,1.77100018440837,990.807523582343,-4.5784028785
[O--].[O--].[O--].[K+].[K+].[Ti+4],174.06,-6.3509,2.0595,6,0,0,6,0,24,0,0,0,0,85.5,136.662001050394,0,8.75488750216347,-5.5836431263
CCCCC(CC)COC(=O)C=C,184.279,2.932,54.462,13,2,0,2,7,76,0,0,0,0,26.3,80.974136469162,3.5789305606878,152.169268582747,-4.2832046138
[Zn++].CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC.CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC,772.498,12.4451,200.331999999999,43,8,0,11,28,256,0,0,0,0,36.92,302.789614951458,-7.27272693433886e-07,589.753135722642,-4.9288559714
CC(=O)OC1CC2CC1C3CCCC23,194.274,2.3742,52.599,14,2,0,2,1,78,0,3,3,3,26.3,85.0111881551552,1.73499116002882,261.04734401698,-3.3380498278
CCS,62.137,0.9361,19.527,3,1,1,1,0,20,0,0,0,0,0,26.2592598056279,1.63299316185545,2.75488750216347,-0.8459165596
CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,346.464,5.64060000000001,91.4780000000001,24,6,0,6,12,142,0,0,0,0,71.06,145.649787406425,3.85621877507915,299.470674987019,-2.5951754429
C[C@H](CCC=C(C)C)CC=O,154.253,2.9579,48.51,11,1,0,1,5,64,0,0,0,0,17.07,69.4956491252585,3.37635736268505,131.808203458648,-3.243750947
CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2,170.252,1.7149,46.9168,12,2,1,2,1,70,0,2,2,2,29.46,73.9198467320434,2.25041987168335,202.015260279821,-0.288092629
CC(C)c1ccc(CCC=O)cc1,176.259,2.9415,54.916,13,1,0,1,4,70,1,0,0,1,17.07,79.7825779059204,2.63632850215833,258.957895093582,-3.3026567859
CCCCBr,137.02,2.1814,28.702,5,0,0,1,2,32,0,0,0,0,0,41.7016249766607,2.19060968716425,11.1194154787637,-2.1977641867
[Na+].CCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O,351.419,-0.989199999999996,85.6515000000001,24,4,2,7,15,134,0,0,0,0,106.53,166.614620469019,0,362.890064446638,-3.6091104804
CCCOC(C)OCCc1ccccc1,208.301,3.0183,61.803,15,2,0,2,7,84,1,0,0,1,18.46,92.213088379287,2.10771172742572,245.972682532467,-3.3841929036
COC(OC)C(C)(C)CC=C(C)C,186.295,2.9878,55.635,13,2,0,2,5,78,0,0,0,0,18.46,81.9261595986251,4.27253232993399,162.929092326318,-3.3397616042
COC(C)(C)C1CCC(=CC1)C,168.28,3.1578,52.186,12,1,0,1,2,70,0,0,1,1,9.23,75.806783215589,2.5617788648924,179.443133960352,-3.2966135776
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,1445.578,12.59564,375.053300000001,100,21,3,28,28,528,10,0,0,10,343.2,592.333320284458,2.09626860559441e-07,4439.27982799228,-3.2357622441
[O-][N+](=O)c1cc(Cl)ccc1Cl,192.001,2.9016,43.1164,11,2,0,5,1,58,1,0,0,1,43.14,72.6909112957601,3.23220887030549,300.633799226462,-3.3642253983
CC/C(C)=C/CCC(C)(O)C#C,166.264,2.5071,52.7388,12,1,1,1,4,68,0,0,0,0,20.23,75.4925282836667,3.79112545812926,193.539877177939,-2.3027678878
CO[Si](CCCOC(=O)C(C)=C)(OC)OC,248.351,1.3739,61.978,16,5,0,6,8,94,0,0,0,0,53.99,97.7008028753879,3.87608416659738,229.099225558935,-3.4779807224
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.OC(=O)C=C.ClCC3CO3,392.879,4.3047,106.6344,27,4,3,6,4,146,2,1,1,3,90.29,164.050239289496,2.98227261362337e-07,671.742115854381,-3.6804449633
O=C1C=CC(=O)N1c2ccccc2,173.171,1.116,48.075,13,2,0,3,1,64,1,0,1,2,37.38,75.2786152616608,2.38100652867999,363.171036147457,-2.3273175561
Cc1ccc(cc1)N2N=C(C)CC2=O,188.23,2.10762,56.391,14,2,0,3,1,72,1,0,1,2,32.67,83.037096814293,2.31549820895967,392.253487898482,-2.365667988
OB(O)c1ccc(C=O)cc1,149.942,-0.8211,41.6551,11,3,2,4,2,56,1,0,0,1,57.53,64.4389388548229,2.90982279990154,242.367528280454,-2.2673846672
CC(=O)CC(C)(C)c1ccccc1,176.259,2.9433,54.766,13,1,0,1,3,70,1,0,0,1,17.07,79.7825779059204,2.87081313390202,285.252603288956,-2.337666283
CCCCCOC(=O)CC,144.214,2.1298,40.775,10,2,0,2,5,60,0,0,0,0,26.3,62.5689131581564,2.96177560618215,89.2583809661814,-2.250522404
FC(F)=C(F)Cl,116.469,2.2603,16.203,6,0,0,4,0,36,0,0,0,0,0,37.2144625457023,3.67594876455521,58.862383112184,-2.1609542979
CCCCCCCCCCCCOCCO,230.392,3.9162,69.7488000000001,16,2,1,2,13,98,0,0,0,0,29.46,101.391277496688,2.82826241263855,101.302968908806,-1.4593774078
NCCCCCCCCCCC(O)=O,201.31,2.5406,58.2432,14,2,2,3,10,84,0,0,0,0,63.32,86.6843187210482,2.88406461470636,137.249221103796,-2.4007753619
NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2,505.458,3.3366,144.841,34,2,6,12,9,182,2,0,0,2,177.58,208.785028021998,1.60550105225609,931.485720585942,-2.8005950876
C\C=C1/CC2CC1C=C2,120.195,2.5287,39.111,9,0,0,0,0,48,0,1,2,2,0,56.2679195715754,2.28902962931121,174.477331756708,-3.1767964148
CCN(C(=O)N(CC)c1ccccc1)c2ccccc2,268.36,4.1594,84.3200000000001,20,1,0,3,4,104,2,0,0,2,23.55,119.994397337995,2.27557604915338,489.931166599848,-3.5256277962
CCCCOC(=O)c1ccccc1N,193.246,2.2257,56.0449,14,3,1,3,4,76,1,0,0,1,52.32,83.8710717180434,2.56446569948156,309.910770563408,-3.3830205262
Oc1ccccc1C(=O)OCc2ccccc2,228.247,2.7492,63.6683,17,3,1,3,3,86,2,0,0,2,46.53,99.2876826361009,2.01283680376517,505.885588783759,-4.4139224059
CCCC[Sn](CCCC)(CCCC)CCCC,347.175,6.63560000000001,84.6140000000001,17,0,0,1,12,104,0,0,0,0,0,114.83073519399,4.39149124830403,116.094393348852,-4.596065772
[Mg++].C[O-].C[O-],86.373,-2.4278,17.602,5,2,0,3,0,28,0,0,0,0,46.12,47.9683876082437,-1.33333332888889e-08,7.60964047443681,-3.9943699512
[Cd++],112.412,-0.0025,0,1,0,0,1,0,0,0,0,0,0,0,27.6510293334653,0,0,-4.1112934221
O[S](=O)(=O)c1cccc2cc(Nc3ccccc3)cc(Nc4ccccc4)c12,390.464,5.5737,113.212,28,4,3,6,5,140,4,0,0,4,78.43,162.955616440617,1.90027066435914,1224.86405433483,-4.6725029066
CCC(C)(OOC(C)(C)C)OOC(C)(C)C,234.336,3.606,62.5420000000001,16,4,0,4,5,98,0,0,0,0,36.92,99.0663858356964,4.21219128953375,182.044749961315,-4.4507609201
S(c1ccccc1)c2ccccc2,186.279,3.8378,57.007,13,1,0,1,2,64,2,0,0,2,0,82.6116073509262,2.16147575057866,315.898648664173,-4.3606078686
CCOCCCN[S](=O)(=O)c1ccc(Oc2cc(O)c3C(=O)c4ccccc4C(=O)c3c2N)cc1,496.541,3.247,128.6407,35,8,3,10,9,182,3,0,1,4,145.02,202.089252363205,1.56313900421139,1400.05789542489,-4.7874700957
Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,285.897,3.6108,56.228,15,3,0,7,0,78,1,0,1,2,43.37,103.805110531882,2.92256890935554,464.343625272384,-4.5531196112
[Ca++].CC1=NN(c2cccc(c2)[S]([O-])(=O)=O)C(=O)C1N=Nc3cc(Cl)c(Cl)cc3[S]([O-])(=O)=O,545.395,2.2958,113.4834,32,10,0,16,5,164,2,0,1,3,171.79,222.155599219518,3.62999481992426e-06,1364.43694284533,-3.8390840609
CCO,46.069,-0.0014,12.7598,3,1,1,1,0,20,0,0,0,0,20.23,19.8984268944222,1.63299316185545,2.75488750216347,1.2336682179
COc1ccc(OC)cc1,138.166,1.7038,39.546,10,2,0,2,2,54,1,0,0,1,18.46,60.3883778073039,2.79725126296979,167.917494194173,-2.2455315279
C1CCC(CC1)OCCc2ccccc2,204.313,3.5784,62.971,15,1,0,1,4,82,1,1,1,2,9.23,92.4586541106475,1.65853705614327,261.927006293887,-2.4180900548
[Co++].CCC(C)(CCC(C)C)C([O-])=O.CCC(C)(CCC(C)C)C([O-])=O,401.453,3.1751,94.9540000000001,25,4,0,5,10,151,0,0,0,0,80.26,164.910527540836,-3.72307683455622e-07,345.892442950467,-2.7160174073
C/C=C/C(=O)C1C(C)C=CCC1(C)C,192.302,3.37,60.013,14,1,0,1,2,78,0,0,1,1,17.07,86.8950412827349,2.92796590775586,270.960150290371,-3.3963665007
O=C(OCC1CO1)c2ccc(cc2)C(=O)OCC3CO3,278.26,0.7978,66.487,20,6,0,6,6,106,1,2,2,3,77.66,115.116502845726,1.51638902468552,453.900342911607,-3.5579600556
CCCCC/C=C/CCC=O,154.253,3.102,48.58,11,1,0,1,7,64,0,0,0,0,17.07,69.4956491252585,2.96547964355268,105.44040467375,-3.301742894
[Na+].[Na+].CN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(C)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,900.912,-2.12539999999999,224.1188,62,20,6,24,18,312,6,0,0,6,286.8,401.656350763221,4.22498969091789e-06,2525.07719654394,-3.0693211517
Cc1cc(C)c(C)c(O)c1,136.194,2.31746,42.3178,10,1,1,1,0,54,1,0,0,1,20.23,61.3204632148828,3.31053287472241,227.900333363576,-2.2522030039
CC(F)(F)F,84.04,1.5686,11.729,5,0,0,3,0,32,0,0,0,0,0,27.6007993510049,3.02371578407382,20.3645279766003,-2.043101387
CC(C)(O)C(=O)c1ccc(OCCO)cc1,224.256,1.0113,59.6511,16,4,2,4,5,88,1,0,0,1,66.76,94.4845906398193,2.75087183808717,348.276664182071,-1.4699304792
CN=C=S,73.12,0.719,20.95,4,2,0,2,0,22,0,0,0,0,12.36,30.3582958752912,3.10861229667414,44,-0.9832225904
CN(C(=O)N(C)c1ccccc1)c2ccccc2,240.306,3.3792,75.086,18,1,0,3,2,92,2,0,0,2,23.55,107.264513109201,2.1714657188958,463.031515183201,-3.4975575811
O=C1CCCCCCCCCCC(=O)OCCO1,256.342,2.9874,68.0880000000001,18,4,0,4,0,104,0,1,1,1,52.6,109.027802020558,2.21872788245217,224.178546460492,-3.533758505
CC(C)CCCCCCCO,158.285,2.9753,49.6258,11,1,1,1,7,68,0,0,0,0,20.23,70.8179638095951,2.79642187197648,69.2730287538839,-3.3243784972
[Co++].CCC([O-])=O.CCC([O-])=O,205.075,-1.7099,30.596,11,4,0,5,2,67,0,0,0,0,80.26,75.8013379392839,-1.06666665633333e-07,99.1499106182962,-0.4376623173
CCOC(=O)C1OC1c2ccccc2,192.214,1.6896,50.689,14,3,0,3,3,74,1,1,1,2,38.83,82.6388950970083,1.96375139822704,320.564345754307,-2.4096512377
CC(C)CCCC(C)(C)O,144.258,2.5836,44.9868,10,1,1,1,4,62,0,0,0,0,20.23,64.4530216951984,3.20545533741452,79.2192809488736,-2.2869836341
CCC(=O)OCc1ccccc1,164.204,2.1398,46.529,12,2,0,2,3,64,1,0,0,1,26.3,72.166238906634,2.38453586289058,241.275308993954,-2.344979827
CC(=O)OC1(CCCCC1)C#C,166.22,1.8856,46.415,12,2,0,2,1,66,0,1,1,1,26.3,73.2921916252797,2.61462550504268,206.368694090069,-2.352215179
CCN(CC)CC,101.193,1.3481,33.462,7,1,0,1,3,44,0,0,0,0,3.24,46.323795270016,2.99230288319409,25.6514844544032,-0.1376829835
CCCCCCCC\C=C/CCCCCCCCNCCCNCCCN,381.693,5.942,123.4798,27,3,3,3,23,162,0,0,0,0,50.08,170.882931690996,3.03180180470624,278.799850674168,-3.7183913352
CSC,62.137,0.9792,19.439,3,1,0,1,0,20,0,0,0,0,0,25.2273031675914,1.63299316185545,2.75488750216347,-0.9312189022
[Na+].CNC([S-])=S,129.185,-2.9584,29.0227,6,2,1,4,0,30,0,0,0,0,12.03,70.5813018591527,0,46.8127439131334,0.747325108
Nc1cc(Cl)c(Cl)cc1Cl,196.464,3.229,45.8844,10,1,1,4,0,54,1,0,0,1,26.02,73.6810924971547,3.28246290745352,209.164995870066,-3.4359504856
OC(=O)c1cc2ccccc2cc1O,188.182,2.2436,52.5721,14,2,2,3,1,70,2,0,0,2,57.53,80.2279993700646,2.77051081026762,502.858845345137,-3.4172455835
C\C=C/C=C.C/C=C/C=C.C1CC=CC1,204.357,5.2235,73.013,15,0,0,0,2,84,0,0,1,1,0,95.40625662199,0,182.078200034616,-2.4542650743
CC(C)c1cccc(c1)C(C)CC=O,190.286,3.5025,59.627,14,1,0,1,4,76,1,0,0,1,17.07,86.147520020317,2.87065485356216,301.858802032584,-3.6773468456
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(c4)[S](=O)(=O)CCO[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)c(cc5cc(c(N=Nc6ccc7c(cccc7[S]([O-])(=O)=O)c6[S]([O-])(=O)=O)c(O)c15)[S]([O-])(=O)=O)[S]([O-])(=O)=O,1357.501,-14.7678,254.1296,83,32,4,46,18,408,7,0,0,7,544.99,608.042769195008,5.74082671745362e-06,4584.92161205479,-1.277021164
FC1CC(F)(F)C(F)(F)C1(F)F,196.065,2.6341,24.354,12,0,0,7,0,72,0,1,1,1,0,62.3519361523704,3.09977727339211,195.973416299855,-2.436880918
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,596.117,9.6946,130.883,27,1,0,3,20,164,0,0,0,0,9.23,182.579943390271,5.66327490921951,245.954158763457,-3.9228515135
CCCCC,72.151,2.1965,25.199,5,0,0,0,2,32,0,0,0,0,0,34.199019485416,2.19060968716425,7.50977500432694,-3.006984006
COc1cc(\C=C\C)ccc1O,164.204,2.4339,49.3668,12,2,1,2,2,64,1,0,0,1,29.46,72.109347526602,3.04582896470575,289.890095485559,-2.3647374971
Cc1ccc(C=O)cc1C,134.178,2.11594,41.3035,10,1,0,1,1,52,1,0,0,1,17.07,60.6877515627306,3.15890173215622,250.905220865739,-2.277035079
O.CC([NH3+])c1ccccc1.C[C@@H]2O[C@@H]2[P](O)([O-])=O,277.257,-0.5583,65.5192,18,3,2,7,2,104,1,1,1,2,132.03,106.241710967154,3.05999995463624e-07,391.679862507011,-0.5941393378
[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I,879.859,-1.5717,139.1865,31,5,0,11,2,146,2,0,2,4,93.4,275.16170331598,1.70666589613369e-06,1370.39324179504,-1.0993150407
CCCCOC(C)=O,116.16,1.3496,31.541,8,2,0,2,3,48,0,0,0,0,26.3,49.8390289293632,2.82235455424803,68.9287868934203,-1.2199585633
Nc1ccc(c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O,344.37,1.0114,80.332,22,6,4,10,3,118,2,0,0,2,160.78,126.425550739668,2.90429183731441,872.076929182084,-2.6919272706
COc1cc(C=O)cc(c1O)[N+]([O-])=O,197.146,1.1215,46.7007,14,5,1,6,3,74,1,0,0,1,89.67,78.8835641525366,3.41001236311356,387.563183098665,-2.4496899299
CCN(CC)c1cccc(NC(C)=O)c1,206.289,2.4912,64.3067,15,2,1,3,4,82,1,0,0,1,32.34,91.0922737597318,2.85638701599184,332.148933575984,-2.4693780306
O=[Pb],223.199,-0.4996,6.4405,2,1,0,2,0,10,0,0,0,0,17.07,28.8229898497696,2,2,-3.5023551324
Cc1ccccc1NC(N)=Nc2ccccc2C,239.322,3.36174,77.2631,18,1,2,3,2,92,2,0,0,2,50.41,107.368399035232,2.20466553512648,573.456326643772,-3.5338845835
CCCC(CC)COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,376.581,6.28930000000001,113.4758,27,3,1,3,8,154,1,0,0,1,46.53,166.069662260383,2.89757943527938,582.489060716655,-7.0987371496
CC1(C)CCCC2(C)C3CCC(C13)C2=C,204.357,4.415,64.583,15,0,0,0,0,84,0,3,3,3,0,94.1413441366101,2.09717126108097,312,-4.4127624272
Oc1ccccc1C(=O)OCCc2ccccc2,242.274,2.7917,68.5353,18,3,1,3,4,92,2,0,0,2,46.53,105.652624750497,1.87881027299081,520.271740178874,-4.4891053349
CC(COC(=O)c1ccccc1)OC(=O)c2ccccc2,284.311,3.0889,78.044,21,4,0,4,5,108,2,0,0,2,52.6,122.863342556645,1.81234859669342,592.701877445445,-4.5673029377
[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,310.174,-6.7916,32.475,13,8,0,13,0,64,0,0,0,0,172.5,163.592067914761,-2.666666650625e-08,129.698627616184,-4.6051146656
CCC(C)(C)C1CCCCC1OC(C)=O,212.333,3.5445,61.5840000000001,15,2,0,2,3,88,0,1,1,1,26.3,93.3877925766103,2.68727188360966,220.575842632909,-4.4462039036
N#C[C](=[C]1CC[CH2]CC1)c2ccccc2,197.281,3.92788,62.06,15,1,0,1,1,76,1,1,1,2,23.79,91.0480855304251,2.35133294945615,387.09691894257,-4.4200239973
OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,296.153,4.3641,77.5265,19,2,2,5,4,98,2,0,0,2,49.33,120.330532043965,2.3558879442321,593.895001444302,-4.6202577876
[O-][N+](=O)c1ccc(CCc2ccc(cc2)[N+]([O-])=O)cc1,272.26,3.2882,73.6008,20,4,0,6,5,102,2,0,0,2,86.28,114.524332999354,1.97388671621025,563.127092546702,-4.5898858002
CC(C)(C)CC(C)(C)c1ccc(O)cc1,206.329,4.106,65.2048,15,1,1,1,2,84,1,0,0,1,20.23,93.1451737868658,2.90426441265928,314.187091424857,-4.4694622333
CCCCCCCCCc1ccc(O)cc1,220.356,4.68530000000001,69.8038000000001,16,1,1,1,8,90,1,0,0,1,20.23,99.5101159012625,2.00563651145582,263.268369832274,-4.4980268403
COc1ccc(cc1[N+]([O-])=O)C(=O)Nc2ccc(cc2)C(N)=O,315.285,1.9546,82.5615,23,5,2,8,5,118,2,0,0,2,124.56,130.562641701466,2.21658758263589,771.181858197236,-4.6536052692
[Cl-].CCCCCCCCCCCCCCCCCC[NH+](C)C,334.032,2.3964,97.2237000000001,22,0,1,2,17,136,0,0,0,0,4.44,147.586078124118,0,182.546057507768,-4.6786900339
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,322.375,2.0076,79.3604000000001,18,0,0,2,12,112,0,0,0,0,0,126.695890013025,0,121.666175073558,1.3320248442
